1,7,7,1.0,2838
2,7,7,1.0,8091
3,11,11,1.0,6257
4,7,7,1.0,6847
5,7,7,1.0,3296
6,8,8,1.0,3598
7,9,9,1.0,7295
8,9,9,1.0,4523
9,8,8,1.0,3091
10,9,9,1.0,10008
11,8,8,1.0,3851
12,5,5,1.0,3469
13,5,5,1.0,398
14,8,8,1.0,6476
15,6,6,1.0,2596
16,10,10,1.0,5099
17,5,5,1.0,3549
18,4,4,1.0,3654
19,5,5,1.0,6952
20,5,5,1.0,2714
21,3,3,1.0,1176
22,4,4,1.0,5180
23,6,6,1.0,4719
24,5,5,1.0,2576
25,5,5,1.0,10525
26,1,1,1.0,1143
27,5,5,1.0,4019
28,4,4,1.0,5232
29,3,3,1.0,1089
30,3,3,1.0,3338
31,7,7,1.0,3300
32,3,3,1.0,1772
33,3,3,1.0,4988
34,7,7,1.0,3509
35,2,2,1.0,3029
36,2,2,1.0,6201
37,2,2,1.0,2840
38,2,2,1.0,4119
39,9,9,1.0,9031
40,5,5,1.0,1643
平均,5.6,5.6,1.0,4350.775
总时间,224.0,224.0,1.0,10525
